Date,Time,"VOC_Sensor {device=""F1"", name=""VOC_data""}","VOC_Sensor {device=""MQ135"", name=""VOC_data""}","VOC_Sensor {device=""MQ138"", name=""VOC_data""}","VOC_Sensor {device=""MQ3"", name=""VOC_data""}","VOC_Sensor {device=""MQ9"", name=""VOC_data""}"
9/21/2022,19:39:00,,883,2766,3184,1322
9/21/2022,19:39:20,,881,2478,3195,1323
9/21/2022,19:39:40,,878,1410,3196,1325
9/21/2022,19:40:00,,883,1838,3193,1321
9/21/2022,19:40:20,,880,2984,3193,1323
9/21/2022,19:40:40,,879,3361,3189,1322
9/21/2022,19:41:00,,880,2215,3201,1319
9/21/2022,19:41:20,,875,1875,3181,1318
9/21/2022,19:41:40,,881,2552,3182,1308
9/21/2022,19:42:00,,878,3323,3181,1315
9/21/2022,19:42:20,,875,2278,3184,1312
9/21/2022,19:42:40,0,877,3102,3175,1316
9/21/2022,19:43:00,,877,2605,3179,1306
9/21/2022,19:43:20,,877,3843,3176,1315
9/21/2022,19:43:40,,875,2290,3170,1310
9/21/2022,19:44:00,,873,2425,3181,1311
9/21/2022,19:44:20,,874,2530,3161,1311
9/21/2022,19:44:40,,871,2149,3171,1306
9/21/2022,19:45:00,,873,2684,3174,1312
9/21/2022,19:45:20,,874,3329,3164,1311
9/21/2022,19:45:40,,874,3171,3163,1312
9/21/2022,19:46:00,,870,1358,3167,1302
9/21/2022,19:46:20,,869,2779,3166,1306
9/21/2022,19:46:40,,871,2037,3169,1309
9/21/2022,19:47:00,0,872,3233,3168,1304
9/21/2022,19:47:20,,875,1311,3163,1307
9/21/2022,19:47:40,,869,2732,3164,1308
9/21/2022,19:48:00,,873,1993,3170,1304
9/21/2022,19:48:20,,873,2939,3163,1306
9/21/2022,19:48:40,,872,2576,3164,1308
9/21/2022,19:49:00,,871,2120,3160,1310
9/21/2022,19:49:20,,874,1745,3160,1306
9/21/2022,19:49:40,,873,2505,3161,1302
9/21/2022,19:50:00,,869,3695,3148,1305
9/21/2022,19:50:20,,875,2661,3169,1306
9/21/2022,19:50:40,,867,1155,3161,1303
9/21/2022,19:51:00,,872,3090,3154,1310
9/21/2022,19:51:20,,870,2672,3149,1304
9/21/2022,19:51:40,,874,2779,3154,1304
9/21/2022,19:52:00,,867,2950,3156,1308
9/21/2022,19:52:20,,870,2803,3150,1303
9/21/2022,19:52:40,,870,1687,3154,1306
9/21/2022,19:53:00,,871,3484,3161,1303
9/21/2022,19:53:20,,873,2202,3153,1303
9/21/2022,19:53:40,,873,2528,3124,1303
9/21/2022,19:54:00,,869,2761,3154,1304
9/21/2022,19:54:20,,872,3182,3143,1303
9/21/2022,19:54:40,,872,2031,3177,1279
9/21/2022,19:55:00,,876,2779,3153,1306
9/21/2022,19:55:20,,874,3140,3155,1293
9/21/2022,19:55:40,,875,2989,3152,1305
9/21/2022,19:56:00,0,876,2434,3150,1309
9/21/2022,19:56:20,,876,2320,3150,1308
9/21/2022,19:56:40,,874,2298,3154,1304
9/21/2022,19:57:00,,880,2610,3156,1310
9/21/2022,19:57:20,0,877,3285,3148,1310
9/21/2022,19:57:40,,879,1089,3109,1309
9/21/2022,19:58:00,0,885,2978,3147,1300
9/21/2022,19:58:20,,882,2690,3147,1317
9/21/2022,19:58:40,,879,1099,3152,1310
9/21/2022,19:59:00,,874,1768,3153,1309
9/21/2022,19:59:20,,864,2978,3144,1315
9/21/2022,19:59:40,,883,2753,3149,1311
9/21/2022,20:00:00,,887,3340,3149,1306
9/21/2022,20:00:20,,886,3021,3147,1311
9/21/2022,20:00:40,,887,2205,3142,1286
9/21/2022,20:01:00,,884,1850,3150,1306
9/21/2022,20:01:20,,894,1680,3146,1308
9/21/2022,20:01:40,,894,2819,3149,1313
9/21/2022,20:02:00,,889,3147,3149,1312
9/21/2022,20:02:20,,908,2394,3150,1312
9/21/2022,20:02:40,,891,3066,3149,1316
9/21/2022,20:03:00,,892,3477,3149,1318
9/21/2022,20:03:20,,892,2771,3149,1326
9/21/2022,20:03:40,,896,1347,3143,1302
9/21/2022,20:04:00,,896,1259,3131,1320
9/21/2022,20:04:20,,896,2320,3147,1312
9/21/2022,20:04:40,,896,1824,3147,1318
9/21/2022,20:05:00,,892,2416,3150,1319
9/21/2022,20:05:20,0,901,2355,3146,1322
9/21/2022,20:05:40,,902,1971,3147,1324
9/21/2022,20:06:00,0,914,2640,3144,1320
9/21/2022,20:06:20,0,908,3085,3150,1334
9/21/2022,20:06:40,,904,2783,3141,1325
9/21/2022,20:07:00,,912,2299,3146,1326
9/21/2022,20:07:20,,915,3813,3147,1329
9/21/2022,20:07:40,,913,1837,3145,1326
9/21/2022,20:08:00,,914,2698,3145,1328
9/21/2022,20:08:20,,917,1694,3149,1330
9/21/2022,20:08:40,,917,3117,3153,1327
9/21/2022,20:09:00,,922,1969,3146,1329
9/21/2022,20:09:20,,927,3412,3144,1358
9/21/2022,20:09:40,,925,3331,3144,1337
9/21/2022,20:10:00,,931,1544,3147,1334
9/21/2022,20:10:20,0,935,2697,3137,1335
9/21/2022,20:10:40,,936,3236,3141,1330
9/21/2022,20:11:00,,942,2945,3130,1337
9/21/2022,20:11:20,,947,2366,3136,1336
9/21/2022,20:11:40,,945,3144,3139,1337
9/21/2022,20:12:00,,953,2999,3136,1340
9/21/2022,20:12:20,,952,1466,3133,1344
9/21/2022,20:12:40,,955,2841,3129,1344
9/21/2022,20:13:00,,971,2715,3138,1345
9/21/2022,20:13:20,,964,2214,3147,1346
9/21/2022,20:13:40,,944,2584,3132,1345
9/21/2022,20:14:00,,970,1212,3135,1347
9/21/2022,20:14:20,0,975,1806,3138,1350
9/21/2022,20:14:40,,978,2211,3128,1352
9/21/2022,20:15:00,0,979,1720,3123,1349
9/21/2022,20:15:20,,986,2051,3124,1354
9/21/2022,20:15:40,,988,3169,3116,1355
9/21/2022,20:16:00,,994,3120,3115,1350
9/21/2022,20:16:20,,1004,3124,3108,1359
9/21/2022,20:16:40,0,1009,2314,3114,1358
9/21/2022,20:17:00,,1004,2248,3111,1358
9/21/2022,20:17:20,,1013,2305,3106,1355
9/21/2022,20:17:40,,1025,1980,3107,1355
9/21/2022,20:18:00,,1036,2689,3102,1361
9/21/2022,20:18:20,,1039,1419,3097,1363
9/21/2022,20:18:40,,1047,2263,3090,1359
9/21/2022,20:19:00,0,1050,3458,3087,1366
9/21/2022,20:19:20,,1052,2768,3082,1372
9/21/2022,20:19:40,,1058,2874,3077,1362
